Algorithm,Time (seconds),Cost,Path,Cost length?,Start Point,Goal Point
jps,0.0014059580,17.313708498984763,9,9,"(14, 19)","(25, 8)"
lazy_theta_star,0.0005821250,16.560045015863068,3,30,"(14, 19)","(25, 8)"
a_star,0.0000366670,2.414213562373095,3,3,"(8, 19)","(10, 20)"
dijkstra,0.0001890000,2.414213562373095,3,14,"(8, 19)","(10, 20)"
theta_star,0.0000503750,2.23606797749979,2,3,"(8, 19)","(10, 20)"
jps,0.0006328330,2.414213562373095,3,3,"(8, 19)","(10, 20)"
lazy_theta_star,0.0000441250,2.23606797749979,2,3,"(8, 19)","(10, 20)"
a_star,0.0006948750,16.65685424949238,16,50,"(24, 7)","(29, 21)"
dijkstra,0.0071901670,16.65685424949238,16,492,"(24, 7)","(29, 21)"
theta_star,0.0009499590,16.40312423743285,4,48,"(24, 7)","(29, 21)"
jps,0.0013752500,16.071067811865476,5,8,"(24, 7)","(29, 21)"
lazy_theta_star,0.0009313750,16.40312423743285,4,49,"(24, 7)","(29, 21)"
a_star,0.0002613750,10.242640687119286,10,17,"(32, 26)","(35, 17)"
dijkstra,0.0024534580,10.242640687119286,10,174,"(32, 26)","(35, 17)"
theta_star,0.0003342090,10.0,3,17,"(32, 26)","(35, 17)"
jps,0.0011484580,10.242640687119286,5,5,"(32, 26)","(35, 17)"
lazy_theta_star,0.0003143340,10.0,3,17,"(32, 26)","(35, 17)"
a_star,0.0030017920,31.384776310850242,27,204,"(14, 29)","(30, 6)"
dijkstra,0.0140207910,31.384776310850242,27,959,"(14, 29)","(30, 6)"
theta_star,0.0031133750,29.470778011745896,4,145,"(14, 29)","(30, 6)"
jps,0.0061949580,30.79898987322333,11,35,"(14, 29)","(30, 6)"
lazy_theta_star,0.0031766250,29.470778011745896,4,147,"(14, 29)","(30, 6)"
a_star,0.0007507920,19.72792206135786,17,54,"(31, 18)","(47, 9)"
dijkstra,0.0108093330,19.72792206135786,17,728,"(31, 18)","(47, 9)"
theta_star,0.0005951670,18.45962602917671,4,28,"(31, 18)","(47, 9)"
jps,0.0015679170,19.727922061357855,8,8,"(31, 18)","(47, 9)"
lazy_theta_star,0.0006244170,18.45962602917671,4,31,"(31, 18)","(47, 9)"
a_star,0.0080319170,41.82842712474619,42,535,"(12, 23)","(44, 16)"
dijkstra,0.0190376670,41.82842712474619,42,1278,"(12, 23)","(44, 16)"
theta_star,0.0105383750,39.52143403725143,7,478,"(12, 23)","(44, 16)"
jps,0.0241868330,41.242640687119284,5,114,"(12, 23)","(44, 16)"
lazy_theta_star,0.0109456250,39.57848778980029,9,475,"(12, 23)","(44, 16)"
a_star,0.0037139170,34.21320343559643,29,254,"(43, 7)","(17, 24)"
dijkstra,0.0142454160,34.21320343559643,29,984,"(43, 7)","(17, 24)"
theta_star,0.0032335000,32.119456390693664,3,141,"(43, 7)","(17, 24)"
jps,0.0072684580,33.62741699796952,13,32,"(43, 7)","(17, 24)"
lazy_theta_star,0.0034144170,32.119456390693664,3,146,"(43, 7)","(17, 24)"
a_star,0.0014305000,26.242640687119287,26,100,"(17, 14)","(42, 11)"
dijkstra,0.0160572080,26.242640687119287,26,1073,"(17, 14)","(42, 11)"
theta_star,0.0008254170,25.179356624028344,2,28,"(17, 14)","(42, 11)"
jps,0.0010107500,26.242640687119284,4,7,"(17, 14)","(42, 11)"
lazy_theta_star,0.0005792500,25.179356624028344,2,28,"(17, 14)","(42, 11)"
a_star,0.0014356250,19.656854249492383,19,107,"(11, 12)","(19, 24)"
dijkstra,0.0090848750,19.656854249492383,19,621,"(11, 12)","(19, 24)"
theta_star,0.0020997500,18.901046542878234,4,109,"(11, 12)","(19, 24)"
jps,0.0026012090,19.071067811865476,7,15,"(11, 12)","(19, 24)"
lazy_theta_star,0.0020962920,18.901046542878234,4,110,"(11, 12)","(19, 24)"
a_star,0.0003107500,13.242640687119284,13,22,"(30, 11)","(42, 8)"
dijkstra,0.0051290830,13.242640687119286,13,327,"(30, 11)","(42, 8)"
theta_star,0.0002814590,12.615773105863909,3,14,"(30, 11)","(42, 8)"
jps,0.0008230000,13.242640687119286,5,5,"(30, 11)","(42, 8)"
lazy_theta_star,0.0002538330,12.615773105863909,3,14,"(30, 11)","(42, 8)"
a_star,0.0005625000,13.485281374238571,12,38,"(6, 19)","(16, 12)"
dijkstra,0.0048358750,13.485281374238571,12,336,"(6, 19)","(16, 12)"
theta_star,0.0004828330,12.365058181991749,3,23,"(6, 19)","(16, 12)"
jps,0.0010221670,12.899494936611665,5,5,"(6, 19)","(16, 12)"
lazy_theta_star,0.0004120420,12.365058181991749,3,22,"(6, 19)","(16, 12)"
a_star,0.0036669580,29.899494936611667,28,230,"(19, 8)","(8, 29)"
dijkstra,0.0174485840,29.89949493661167,28,1162,"(19, 8)","(8, 29)"
theta_star,0.0035421670,28.578685525167117,5,175,"(19, 8)","(8, 29)"
jps,0.0055087500,29.313708498984763,10,28,"(19, 8)","(8, 29)"
lazy_theta_star,0.0034036250,28.578685525167117,5,176,"(19, 8)","(8, 29)"
a_star,0.0006050830,13.071067811865476,12,45,"(26, 20)","(31, 27)"
dijkstra,0.0049342090,13.071067811865476,12,345,"(26, 20)","(31, 27)"
theta_star,0.0005584590,11.453743238047263,4,30,"(26, 20)","(31, 27)"
jps,0.0012273750,11.899494936611667,7,8,"(26, 20)","(31, 27)"
lazy_theta_star,0.0004946670,11.453743238047263,4,28,"(26, 20)","(31, 27)"
a_star,0.0008511660,45.41421356237309,46,58,"(45, 21)","(3, 25)"
dijkstra,0.0164603750,45.41421356237309,46,1145,"(45, 21)","(3, 25)"
theta_star,0.0016352080,45.12310562561766,3,58,"(45, 21)","(3, 25)"
jps,0.0009987500,44.828427124746185,5,6,"(45, 21)","(3, 25)"
lazy_theta_star,0.0011325830,45.12310562561766,3,58,"(45, 21)","(3, 25)"
a_star,0.0003365830,11.82842712474619,12,23,"(26, 3)","(15, 5)"
dijkstra,0.0031248340,11.82842712474619,12,217,"(26, 3)","(15, 5)"
theta_star,0.0002774160,11.180339887498949,2,12,"(26, 3)","(15, 5)"
jps,0.0006685840,11.82842712474619,3,3,"(26, 3)","(15, 5)"
lazy_theta_star,0.0002324590,11.180339887498949,2,12,"(26, 3)","(15, 5)"
a_star,0.0000829580,5.242640687119285,5,6,"(38, 28)","(34, 25)"
dijkstra,0.0007278750,5.242640687119286,5,53,"(38, 28)","(34, 25)"
theta_star,0.0001041250,5.0,2,5,"(38, 28)","(34, 25)"
jps,0.0007095420,5.242640687119285,3,3,"(38, 28)","(34, 25)"
lazy_theta_star,0.0000890830,5.0,2,5,"(38, 28)","(34, 25)"
a_star,0.0012464590,19.313708498984763,17,88,"(36, 1)","(24, 13)"
dijkstra,0.0066653340,19.313708498984763,17,457,"(36, 1)","(24, 13)"
theta_star,0.0016405000,18.42220510185596,3,76,"(36, 1)","(24, 13)"
jps,0.0015832910,18.727922061357855,6,6,"(36, 1)","(24, 13)"
lazy_theta_star,0.0015511250,18.42220510185596,3,76,"(36, 1)","(24, 13)"
a_star,0.0007376250,20.82842712474619,21,47,"(24, 26)","(44, 28)"
dijkstra,0.0092393340,20.82842712474619,21,626,"(24, 26)","(44, 28)"
theta_star,0.0006086250,20.09975124224178,2,21,"(24, 26)","(44, 28)"
jps,0.0007639580,20.82842712474619,3,4,"(24, 26)","(44, 28)"
lazy_theta_star,0.0004353750,20.09975124224178,2,21,"(24, 26)","(44, 28)"
a_star,0.0002102920,8.242640687119284,8,14,"(22, 9)","(25, 2)"
dijkstra,0.0026436250,8.242640687119284,8,180,"(22, 9)","(25, 2)"
theta_star,0.0001990000,7.615773105863909,2,8,"(22, 9)","(25, 2)"
jps,0.0006169170,8.242640687119284,3,3,"(22, 9)","(25, 2)"
lazy_theta_star,0.0001552920,7.615773105863909,2,8,"(22, 9)","(25, 2)"
a_star,0.0016888330,25.485281374238575,24,116,"(39, 25)","(16, 19)"
dijkstra,0.0113407080,25.48528137423857,24,776,"(39, 25)","(16, 19)"
theta_star,0.0009367920,24.077017860420717,3,44,"(39, 25)","(16, 19)"
jps,0.0019133750,25.485281374238575,7,10,"(39, 25)","(16, 19)"
lazy_theta_star,0.0008683750,24.077017860420717,3,45,"(39, 25)","(16, 19)"
a_star,0.0030370410,26.82842712474619,27,207,"(24, 5)","(32, 25)"
dijkstra,0.0147722500,26.82842712474619,27,976,"(24, 5)","(32, 25)"
theta_star,0.0043324170,26.246211251235323,5,208,"(24, 5)","(32, 25)"
jps,0.0054294160,26.242640687119284,7,28,"(24, 5)","(32, 25)"
lazy_theta_star,0.0041394580,26.246211251235323,5,209,"(24, 5)","(32, 25)"
a_star,0.0001579170,12.414213562373096,13,13,"(12, 15)","(24, 16)"
dijkstra,0.0038811250,12.414213562373096,13,268,"(12, 15)","(24, 16)"
theta_star,0.0003210420,12.23606797749979,3,17,"(12, 15)","(24, 16)"
jps,0.0004541250,12.414213562373096,4,4,"(12, 15)","(24, 16)"
lazy_theta_star,0.0003762080,12.414213562373096,5,20,"(12, 15)","(24, 16)"
a_star,0.0034241250,28.071067811865476,27,228,"(24, 22)","(47, 20)"
dijkstra,0.0172624590,28.071067811865476,27,1157,"(24, 22)","(47, 20)"
theta_star,0.0045156660,26.350138631761194,4,205,"(24, 22)","(47, 20)"
jps,0.0058142920,26.899494936611667,7,27,"(24, 22)","(47, 20)"
lazy_theta_star,0.0046926250,26.350138631761194,4,208,"(24, 22)","(47, 20)"
a_star,0.0032575410,30.414213562373096,31,232,"(21, 2)","(9, 1)"
dijkstra,0.0149915830,30.414213562373096,31,1021,"(21, 2)","(9, 1)"
theta_star,0.0046823330,30.055385138137417,4,234,"(21, 2)","(9, 1)"
jps,0.0053816250,29.242640687119287,7,20,"(21, 2)","(9, 1)"
lazy_theta_star,0.0045761660,30.055385138137417,4,235,"(21, 2)","(9, 1)"
a_star,0.0002287500,14.0,15,15,"(25, 28)","(11, 28)"
dijkstra,0.0037114170,14.0,15,263,"(25, 28)","(11, 28)"
theta_star,0.0003723330,14.0,2,15,"(25, 28)","(11, 28)"
jps,0.0002026250,14.0,2,2,"(25, 28)","(11, 28)"
lazy_theta_star,0.0003172500,14.0,2,15,"(25, 28)","(11, 28)"
a_star,0.0017860420,26.72792206135786,24,121,"(28, 6)","(41, 25)"
dijkstra,0.0148789580,26.72792206135786,24,976,"(28, 6)","(41, 25)"
theta_star,0.0011641250,24.70378059649897,3,52,"(28, 6)","(41, 25)"
jps,0.0021880420,26.142135623730947,7,10,"(28, 6)","(41, 25)"
lazy_theta_star,0.0010261670,24.70378059649897,3,53,"(28, 6)","(41, 25)"
a_star,0.0001719580,10.414213562373096,11,11,"(28, 5)","(18, 6)"
dijkstra,0.0028356670,10.414213562373096,11,195,"(28, 5)","(18, 6)"
theta_star,0.0002534170,10.04987562112089,2,11,"(28, 5)","(18, 6)"
jps,0.0006145830,10.414213562373096,3,3,"(28, 5)","(18, 6)"
lazy_theta_star,0.0002367500,10.04987562112089,2,11,"(28, 5)","(18, 6)"
a_star,0.0017840420,25.656854249492383,25,96,"(24, 3)","(20, 27)"
dijkstra,0.0117203750,25.656854249492383,25,800,"(24, 3)","(20, 27)"
theta_star,0.0008895840,24.331050121192877,2,31,"(24, 3)","(20, 27)"
jps,0.0024249160,25.65685424949238,6,15,"(24, 3)","(20, 27)"
lazy_theta_star,0.0006640000,24.331050121192877,2,31,"(24, 3)","(20, 27)"
a_star,0.0045490420,32.14213562373096,29,309,"(45, 29)","(27, 9)"
dijkstra,0.0112461670,32.14213562373096,29,778,"(45, 29)","(27, 9)"
theta_star,0.0058722910,30.378676114581573,4,270,"(45, 29)","(27, 9)"
jps,0.0076465830,31.55634918610405,10,32,"(45, 29)","(27, 9)"
lazy_theta_star,0.0065792500,30.591260281974,4,278,"(45, 29)","(27, 9)"
a_star,0.0027737080,24.656854249492383,24,188,"(29, 27)","(46, 17)"
dijkstra,0.0110885420,24.65685424949238,24,763,"(29, 27)","(46, 17)"
theta_star,0.0035700000,23.378957201656878,3,165,"(29, 27)","(46, 17)"
jps,0.0050028340,24.071067811865476,6,20,"(29, 27)","(46, 17)"
lazy_theta_star,0.0037254170,23.378957201656878,3,165,"(29, 27)","(46, 17)"
a_star,0.0000817910,5.0,6,6,"(6, 15)","(1, 15)"
dijkstra,0.0010014580,5.0,6,69,"(6, 15)","(1, 15)"
theta_star,0.0001142080,5.0,2,6,"(6, 15)","(1, 15)"
jps,0.0003683330,5.0,2,2,"(6, 15)","(1, 15)"
lazy_theta_star,0.0001005830,5.0,2,6,"(6, 15)","(1, 15)"
a_star,0.0029564160,26.899494936611667,25,205,"(23, 5)","(5, 4)"
dijkstra,0.0144263750,26.899494936611667,25,973,"(23, 5)","(5, 4)"
theta_star,0.0037530830,25.77046168079792,4,186,"(23, 5)","(5, 4)"
jps,0.0026127090,25.727922061357855,7,11,"(23, 5)","(5, 4)"
lazy_theta_star,0.0036599580,25.77046168079792,4,187,"(23, 5)","(5, 4)"
a_star,0.0009079170,18.72792206135786,16,65,"(35, 23)","(45, 9)"
dijkstra,0.0081949580,18.72792206135786,16,561,"(35, 23)","(45, 9)"
theta_star,0.0010859170,17.64331697709324,3,47,"(35, 23)","(45, 9)"
jps,0.0012712500,18.14213562373095,5,7,"(35, 23)","(45, 9)"
lazy_theta_star,0.0008247920,17.50040549997354,3,39,"(35, 23)","(45, 9)"
a_star,0.0026040000,31.727922061357862,29,180,"(40, 17)","(12, 8)"
dijkstra,0.0151810000,31.727922061357862,29,1034,"(40, 17)","(12, 8)"
theta_star,0.0014987080,29.543272866109707,3,66,"(40, 17)","(12, 8)"
jps,0.0038133340,31.727922061357855,7,21,"(40, 17)","(12, 8)"
lazy_theta_star,0.0018360840,29.543272866109707,3,71,"(40, 17)","(12, 8)"
a_star,0.0044032500,34.14213562373095,31,306,"(47, 18)","(21, 18)"
dijkstra,0.0121457920,34.14213562373095,31,820,"(47, 18)","(21, 18)"
theta_star,0.0033428340,31.843098334734748,5,158,"(47, 18)","(21, 18)"
jps,0.0048818750,33.55634918610404,11,24,"(47, 18)","(21, 18)"
lazy_theta_star,0.0034569170,31.84169109453888,6,156,"(47, 18)","(21, 18)"
a_star,0.0043487920,45.72792206135786,43,268,"(4, 11)","(46, 2)"
dijkstra,0.0179325410,45.72792206135786,43,1231,"(4, 11)","(46, 2)"
theta_star,0.0017410410,43.51363298439521,3,72,"(4, 11)","(46, 2)"
jps,0.0035563330,45.72792206135786,6,15,"(4, 11)","(46, 2)"
lazy_theta_star,0.0014665830,43.51417542075385,4,74,"(4, 11)","(46, 2)"
a_star,0.0019637080,33.31370849898477,31,137,"(9, 3)","(31, 19)"
dijkstra,0.0114363340,33.31370849898477,31,793,"(9, 3)","(31, 19)"
theta_star,0.0011743330,31.41256281097182,4,55,"(9, 3)","(31, 19)"
jps,0.0025360840,32.72792206135786,10,16,"(9, 3)","(31, 19)"
lazy_theta_star,0.0010555000,31.41256281097182,4,56,"(9, 3)","(31, 19)"
a_star,0.0001281670,8.414213562373096,9,9,"(44, 11)","(36, 12)"
dijkstra,0.0024784580,8.414213562373096,9,170,"(44, 11)","(36, 12)"
theta_star,0.0001762910,8.06225774829855,2,9,"(44, 11)","(36, 12)"
jps,0.0005905000,8.414213562373096,4,4,"(44, 11)","(36, 12)"
lazy_theta_star,0.0001565830,8.06225774829855,2,9,"(44, 11)","(36, 12)"
a_star,0.0019100000,21.899494936611667,20,129,"(3, 6)","(11, 24)"
dijkstra,0.0048092090,21.899494936611667,20,346,"(3, 6)","(11, 24)"
theta_star,0.0017694580,20.313207915827967,3,74,"(3, 6)","(11, 24)"
jps,0.0016844590,21.31370849898476,7,8,"(3, 6)","(11, 24)"
lazy_theta_star,0.0016307500,20.263824354819736,3,71,"(3, 6)","(11, 24)"
a_star,0.0018360410,27.485281374238575,26,127,"(19, 11)","(44, 5)"
dijkstra,0.0173780000,27.485281374238575,26,1139,"(19, 11)","(44, 5)"
theta_star,0.0007742920,25.71919880386629,3,32,"(19, 11)","(44, 5)"
jps,0.0023579170,27.48528137423857,6,11,"(19, 11)","(44, 5)"
lazy_theta_star,0.0006165410,25.71919880386629,3,32,"(19, 11)","(44, 5)"
a_star,0.0002191250,8.65685424949238,8,15,"(34, 6)","(27, 2)"
dijkstra,0.0024883750,8.65685424949238,8,170,"(34, 6)","(27, 2)"
theta_star,0.0001786250,8.06225774829855,2,8,"(34, 6)","(27, 2)"
jps,0.0005685830,8.65685424949238,3,3,"(34, 6)","(27, 2)"
lazy_theta_star,0.0001522090,8.06225774829855,2,8,"(34, 6)","(27, 2)"
a_star,0.0006972910,14.899494936611669,13,47,"(9, 16)","(2, 28)"
dijkstra,0.0059452920,14.899494936611669,13,408,"(9, 16)","(2, 28)"
theta_star,0.0003376250,13.892443989449804,2,14,"(9, 16)","(2, 28)"
jps,0.0004747080,14.899494936611665,3,3,"(9, 16)","(2, 28)"
lazy_theta_star,0.0002805000,13.892443989449804,2,14,"(9, 16)","(2, 28)"
a_star,0.0021768750,21.82842712474619,22,153,"(21, 9)","(13, 24)"
dijkstra,0.0122641670,21.82842712474619,22,826,"(21, 9)","(13, 24)"
theta_star,0.0030039580,21.106736659483673,3,152,"(21, 9)","(13, 24)"
jps,0.0036644590,21.242640687119287,7,22,"(21, 9)","(13, 24)"
lazy_theta_star,0.0030538750,21.106736659483673,3,152,"(21, 9)","(13, 24)"
a_star,0.0003314160,13.414213562373096,14,25,"(29, 23)","(36, 16)"
dijkstra,0.0043109160,13.414213562373096,14,298,"(29, 23)","(36, 16)"
theta_star,0.0004232920,13.071067811865476,3,22,"(29, 23)","(36, 16)"
jps,0.0007874580,12.82842712474619,5,5,"(29, 23)","(36, 16)"
lazy_theta_star,0.0004179590,13.071067811865476,3,23,"(29, 23)","(36, 16)"
a_star,0.0004416250,26.414213562373096,27,27,"(9, 14)","(35, 13)"
dijkstra,0.0126629170,26.414213562373096,27,845,"(9, 14)","(35, 13)"
theta_star,0.0007844590,26.019223662515376,2,27,"(9, 14)","(35, 13)"
jps,0.0005697920,26.414213562373096,3,3,"(9, 14)","(35, 13)"
lazy_theta_star,0.0005531670,26.019223662515376,2,27,"(9, 14)","(35, 13)"
a_star,0.0012977080,24.656854249492383,24,89,"(32, 23)","(9, 27)"
dijkstra,0.0123215000,24.656854249492383,24,837,"(32, 23)","(9, 27)"
theta_star,0.0007411250,23.345235059857504,2,28,"(32, 23)","(9, 27)"
jps,0.0009020000,24.65685424949238,3,6,"(32, 23)","(9, 27)"
lazy_theta_star,0.0005540410,23.345235059857504,2,28,"(32, 23)","(9, 27)"
a_star,0.0003328750,21.0,22,22,"(46, 27)","(25, 27)"
dijkstra,0.0057757500,21.0,22,403,"(46, 27)","(25, 27)"
theta_star,0.0005957910,21.0,2,22,"(46, 27)","(25, 27)"
jps,0.0002950410,21.0,2,2,"(46, 27)","(25, 27)"
lazy_theta_star,0.0004506250,21.0,2,22,"(46, 27)","(25, 27)"
a_star,0.0001857090,7.82842712474619,8,12,"(45, 27)","(47, 20)"
dijkstra,0.0013612500,7.82842712474619,8,99,"(45, 27)","(47, 20)"
theta_star,0.0001831660,7.280109889280518,2,8,"(45, 27)","(47, 20)"
jps,0.0005800000,7.82842712474619,3,3,"(45, 27)","(47, 20)"
lazy_theta_star,0.0001791250,7.280109889280518,2,8,"(45, 27)","(47, 20)"
a_star,0.0003543750,19.414213562373096,20,20,"(9, 19)","(28, 20)"
dijkstra,0.0079917920,19.414213562373096,20,545,"(9, 19)","(28, 20)"
theta_star,0.0005341660,19.026297590440446,2,20,"(9, 19)","(28, 20)"
jps,0.0004688330,19.414213562373096,3,3,"(9, 19)","(28, 20)"
lazy_theta_star,0.0004005000,19.026297590440446,2,20,"(9, 19)","(28, 20)"
a_star,0.0047902080,40.04163056034262,34,315,"(49, 4)","(16, 21)"
dijkstra,0.0141437500,40.04163056034261,34,966,"(49, 4)","(16, 21)"
theta_star,0.0023745830,37.21741139128014,3,96,"(49, 4)","(16, 21)"
jps,0.0045735000,40.04163056034262,10,20,"(49, 4)","(16, 21)"
lazy_theta_star,0.0021773330,37.21741139128014,3,86,"(49, 4)","(16, 21)"
a_star,0.0002623750,9.242640687119286,9,18,"(48, 9)","(45, 17)"
dijkstra,0.0019080000,9.242640687119286,9,137,"(48, 9)","(45, 17)"
theta_star,0.0002302500,8.54400374531753,2,10,"(48, 9)","(45, 17)"
jps,0.0007152090,9.242640687119286,4,4,"(48, 9)","(45, 17)"
lazy_theta_star,0.0001879580,8.54400374531753,2,10,"(48, 9)","(45, 17)"
a_star,0.0030474170,44.48528137423857,43,191,"(1, 9)","(43, 7)"
dijkstra,0.0160391250,44.48528137423857,43,1114,"(1, 9)","(43, 7)"
theta_star,0.0020195000,42.6221379764594,5,93,"(1, 9)","(43, 7)"
jps,0.0023994170,44.485281374238575,7,12,"(1, 9)","(43, 7)"
lazy_theta_star,0.0020977080,42.79836721215908,6,108,"(1, 9)","(43, 7)"
a_star,0.0018125000,36.72792206135785,34,131,"(3, 5)","(36, 8)"
dijkstra,0.0126527090,36.72792206135785,34,883,"(3, 5)","(36, 8)"
theta_star,0.0020996670,35.59397539875054,5,106,"(3, 5)","(36, 8)"
jps,0.0021658750,36.72792206135786,8,10,"(3, 5)","(36, 8)"
lazy_theta_star,0.0021781250,35.76708357983001,6,116,"(3, 5)","(36, 8)"
a_star,0.0009893750,16.142135623730955,13,69,"(37, 16)","(49, 16)"
dijkstra,0.0083330830,16.142135623730955,13,566,"(37, 16)","(49, 16)"
theta_star,0.0013858750,15.620499351813308,3,69,"(37, 16)","(49, 16)"
jps,0.0017637500,16.14213562373095,6,9,"(37, 16)","(49, 16)"
lazy_theta_star,0.0012095420,15.620499351813308,3,64,"(37, 16)","(49, 16)"
a_star,0.0006263340,16.242640687119284,16,45,"(32, 1)","(47, 4)"
dijkstra,0.0054468330,16.242640687119284,16,349,"(32, 1)","(47, 4)"
theta_star,0.0003916660,15.297058540778355,2,16,"(32, 1)","(47, 4)"
jps,0.0007200420,16.242640687119284,3,3,"(32, 1)","(47, 4)"
lazy_theta_star,0.0003028750,15.297058540778355,2,16,"(32, 1)","(47, 4)"
a_star,0.0059680420,43.041630560342604,37,376,"(33, 3)","(6, 29)"
dijkstra,0.0195172500,43.04163056034261,37,1328,"(33, 3)","(6, 29)"
theta_star,0.0052729590,40.309365120336906,5,244,"(33, 3)","(6, 29)"
jps,0.0053502080,41.2842712474619,13,27,"(33, 3)","(6, 29)"
lazy_theta_star,0.0054395830,40.309365120336906,5,245,"(33, 3)","(6, 29)"
a_star,0.0001085840,8.414213562373096,9,9,"(49, 12)","(48, 4)"
dijkstra,0.0013831250,8.414213562373096,9,99,"(49, 12)","(48, 4)"
theta_star,0.0001739170,8.06225774829855,2,9,"(49, 12)","(48, 4)"
jps,0.0003049580,8.414213562373096,3,3,"(49, 12)","(48, 4)"
lazy_theta_star,0.0001459160,8.06225774829855,2,9,"(49, 12)","(48, 4)"
a_star,0.0009546250,22.242640687119284,22,66,"(45, 16)","(32, 27)"
dijkstra,0.0077682920,22.242640687119284,22,537,"(45, 16)","(32, 27)"
theta_star,0.0009345000,21.220910198733854,3,47,"(45, 16)","(32, 27)"
jps,0.0012473750,21.65685424949238,6,7,"(45, 16)","(32, 27)"
lazy_theta_star,0.0008893340,21.220910198733854,3,48,"(45, 16)","(32, 27)"
a_star,0.0008587080,23.82842712474619,24,56,"(21, 6)","(23, 29)"
dijkstra,0.0122671250,23.82842712474619,24,810,"(21, 6)","(23, 29)"
theta_star,0.0006640000,23.08679276123039,2,24,"(21, 6)","(23, 29)"
jps,0.0013144590,23.82842712474619,3,6,"(21, 6)","(23, 29)"
lazy_theta_star,0.0004817080,23.08679276123039,2,24,"(21, 6)","(23, 29)"
a_star,0.0020779580,21.07106781186548,20,150,"(12, 11)","(17, 24)"
dijkstra,0.0106403330,21.07106781186548,20,725,"(12, 11)","(17, 24)"
theta_star,0.0027895000,20.106549570167537,4,146,"(12, 11)","(17, 24)"
jps,0.0041119580,19.899494936611667,8,22,"(12, 11)","(17, 24)"
lazy_theta_star,0.0029958330,20.106549570167537,4,147,"(12, 11)","(17, 24)"
a_star,0.0004167500,12.899494936611667,11,30,"(39, 18)","(30, 26)"
dijkstra,0.0047858750,12.899494936611667,11,331,"(39, 18)","(30, 26)"
theta_star,0.0004432090,12.090832649702559,3,21,"(39, 18)","(30, 26)"
jps,0.0008754580,12.31370849898476,5,5,"(39, 18)","(30, 26)"
lazy_theta_star,0.0003249580,12.090832649702559,3,17,"(39, 18)","(30, 26)"
a_star,0.0017036660,20.242640687119287,20,121,"(8, 10)","(18, 4)"
dijkstra,0.0073921660,20.242640687119287,20,515,"(8, 10)","(18, 4)"
theta_star,0.0022766670,19.442387549448895,4,114,"(8, 10)","(18, 4)"
jps,0.0014197080,19.65685424949238,6,7,"(8, 10)","(18, 4)"
lazy_theta_star,0.0021898340,19.442387549448895,4,114,"(8, 10)","(18, 4)"
a_star,0.0040105830,34.14213562373095,31,276,"(16, 8)","(36, 28)"
dijkstra,0.0178653750,34.14213562373095,31,1203,"(16, 8)","(36, 28)"
theta_star,0.0039002910,31.72682887126084,4,187,"(16, 8)","(36, 28)"
jps,0.0069954170,32.384776310850235,13,36,"(16, 8)","(36, 28)"
lazy_theta_star,0.0037268330,31.72682887126084,4,189,"(16, 8)","(36, 28)"
a_star,0.0015151250,37.82842712474619,38,98,"(4, 13)","(41, 11)"
dijkstra,0.0154277910,37.82842712474619,38,1042,"(4, 13)","(41, 11)"
theta_star,0.0011630830,37.05401462729781,2,38,"(4, 13)","(41, 11)"
jps,0.0009203750,37.82842712474619,5,5,"(4, 13)","(41, 11)"
lazy_theta_star,0.0007712090,37.05401462729781,2,38,"(4, 13)","(41, 11)"
a_star,0.0018201660,27.798989873223338,23,125,"(27, 29)","(44, 10)"
dijkstra,0.0131322500,27.798989873223338,23,898,"(27, 29)","(44, 10)"
theta_star,0.0019615000,26.264337522473745,4,87,"(27, 29)","(44, 10)"
jps,0.0017524170,26.627416997969522,9,9,"(27, 29)","(44, 10)"
lazy_theta_star,0.0015582080,26.167786314632835,4,75,"(27, 29)","(44, 10)"
a_star,0.0021662500,23.727922061357862,21,148,"(16, 1)","(28, 18)"
dijkstra,0.0063744160,23.727922061357862,21,452,"(16, 1)","(28, 18)"
theta_star,0.0025971250,22.01164944561598,3,115,"(16, 1)","(28, 18)"
jps,0.0030906250,23.14213562373095,8,17,"(16, 1)","(28, 18)"
