Algorithm,Time (seconds),Cost,Path,Cost length?,Start Point,Goal Point
a_star,0.0014987500,29.55634918610405,26,100,"(29, 17)","(4, 6)"
dijkstra,0.0204479590,29.55634918610405,26,1262,"(29, 17)","(4, 6)"
theta_star,0.0013075830,28.12110344606536,4,57,"(29, 17)","(4, 6)"
jps,0.0024027910,29.556349186104047,9,14,"(29, 17)","(4, 6)"
lazy_theta_star,0.0013569590,28.12110344606536,4,61,"(29, 17)","(4, 6)"
a_star,0.0001422920,8.0,9,9,"(19, 26)","(27, 26)"
dijkstra,0.0018720830,8.0,9,123,"(19, 26)","(27, 26)"
theta_star,0.0002162500,8.0,2,9,"(19, 26)","(27, 26)"
jps,0.0002706670,8.0,2,2,"(19, 26)","(27, 26)"
lazy_theta_star,0.0001778750,8.0,2,9,"(19, 26)","(27, 26)"
a_star,0.0010040000,19.55634918610405,16,62,"(42, 17)","(31, 2)"
dijkstra,0.0103764160,19.55634918610405,16,645,"(42, 17)","(31, 2)"
theta_star,0.0006111670,18.601075237738275,2,20,"(42, 17)","(31, 2)"
jps,0.0015492080,19.556349186104047,6,6,"(42, 17)","(31, 2)"
lazy_theta_star,0.0004554580,18.601075237738275,2,20,"(42, 17)","(31, 2)"
a_star,0.0036034590,32.31370849898477,30,219,"(20, 14)","(49, 16)"
dijkstra,0.0205944170,32.31370849898477,30,1281,"(20, 14)","(49, 16)"
theta_star,0.0050396250,31.257841056761123,3,211,"(20, 14)","(49, 16)"
jps,0.0060393330,32.31370849898476,7,30,"(20, 14)","(49, 16)"
lazy_theta_star,0.0052418750,31.257841056761123,3,213,"(20, 14)","(49, 16)"
a_star,0.0070170000,48.11269837220808,40,441,"(3, 28)","(37, 1)"
dijkstra,0.0184387500,48.11269837220807,40,1191,"(3, 28)","(37, 1)"
theta_star,0.0046992920,44.8192568096552,5,196,"(3, 28)","(37, 1)"
jps,0.0076596250,46.35533905932737,14,36,"(3, 28)","(37, 1)"
lazy_theta_star,0.0048311250,45.05147094131196,5,211,"(3, 28)","(37, 1)"
a_star,0.0051244170,35.89949493661167,34,321,"(16, 15)","(47, 16)"
dijkstra,0.0207177090,35.89949493661167,34,1270,"(16, 15)","(47, 16)"
theta_star,0.0067142910,34.1152231423072,3,280,"(16, 15)","(47, 16)"
jps,0.0116705840,35.31370849898476,9,54,"(16, 15)","(47, 16)"
lazy_theta_star,0.0068992080,34.1152231423072,3,284,"(16, 15)","(47, 16)"
a_star,0.0099245840,49.242640687119284,49,583,"(3, 12)","(46, 18)"
dijkstra,0.0199791670,49.242640687119284,49,1283,"(3, 12)","(46, 18)"
theta_star,0.0147831250,48.29230319810027,3,604,"(3, 12)","(46, 18)"
jps,0.0175747920,48.656854249492376,8,81,"(3, 12)","(46, 18)"
lazy_theta_star,0.0155497500,48.29230319810027,3,605,"(3, 12)","(46, 18)"
a_star,0.0005542910,14.82842712474619,15,35,"(27, 4)","(13, 6)"
dijkstra,0.0054369580,14.828427124746192,15,350,"(27, 4)","(13, 6)"
theta_star,0.0004016250,14.142135623730951,2,15,"(27, 4)","(13, 6)"
jps,0.0006441670,14.82842712474619,3,3,"(27, 4)","(13, 6)"
lazy_theta_star,0.0003155000,14.142135623730951,2,15,"(27, 4)","(13, 6)"
a_star,0.0004415830,11.65685424949238,11,28,"(38, 28)","(28, 24)"
dijkstra,0.0031227090,11.656854249492381,11,205,"(38, 28)","(28, 24)"
theta_star,0.0003257920,10.770329614269007,2,13,"(38, 28)","(28, 24)"
jps,0.0010170420,11.65685424949238,4,4,"(38, 28)","(28, 24)"
lazy_theta_star,0.0003123750,10.770329614269007,2,13,"(38, 28)","(28, 24)"
a_star,0.0035462910,28.899494936611667,27,223,"(10, 23)","(23, 5)"
dijkstra,0.0125855420,28.89949493661167,27,783,"(10, 23)","(23, 5)"
theta_star,0.0024678330,25.968073615868178,5,113,"(10, 23)","(23, 5)"
jps,0.0043100000,27.14213562373095,10,21,"(10, 23)","(23, 5)"
lazy_theta_star,0.0026357910,26.046601803395276,6,119,"(10, 23)","(23, 5)"
a_star,0.0002534590,14.0,15,15,"(32, 26)","(46, 26)"
dijkstra,0.0046706250,14.0,15,300,"(32, 26)","(46, 26)"
theta_star,0.0004120000,14.0,2,15,"(32, 26)","(46, 26)"
jps,0.0003107080,14.0,2,2,"(32, 26)","(46, 26)"
lazy_theta_star,0.0003468340,14.0,2,15,"(32, 26)","(46, 26)"
a_star,0.0001805000,7.82842712474619,8,12,"(33, 18)","(34, 12)"
dijkstra,0.0017515410,7.82842712474619,8,115,"(33, 18)","(34, 12)"
theta_star,0.0002405000,6.951532750363851,3,12,"(33, 18)","(34, 12)"
jps,0.0007390840,7.242640687119286,4,5,"(33, 18)","(34, 12)"
lazy_theta_star,0.0002304160,6.951532750363851,3,12,"(33, 18)","(34, 12)"
a_star,0.0009535840,20.071067811865476,19,59,"(20, 13)","(2, 18)"
dijkstra,0.0137029580,20.071067811865476,19,836,"(20, 13)","(2, 18)"
theta_star,0.0006523330,18.72682887126084,3,29,"(20, 13)","(2, 18)"
jps,0.0011983750,20.071067811865476,6,6,"(20, 13)","(2, 18)"
lazy_theta_star,0.0005869170,18.796112993362858,3,30,"(20, 13)","(2, 18)"
a_star,0.0024901250,33.627416997969526,28,162,"(24, 29)","(45, 7)"
dijkstra,0.0179307500,33.62741699796953,28,1179,"(24, 29)","(45, 7)"
theta_star,0.0015602080,31.3998528840794,4,71,"(24, 29)","(45, 7)"
jps,0.0026861250,33.04163056034262,10,13,"(24, 29)","(45, 7)"
lazy_theta_star,0.0015950000,31.3998528840794,4,77,"(24, 29)","(45, 7)"
a_star,0.0032046250,38.72792206135786,36,220,"(37, 15)","(2, 6)"
dijkstra,0.0196541250,38.72792206135786,36,1290,"(37, 15)","(2, 6)"
theta_star,0.0033769580,36.88659651450453,3,150,"(37, 15)","(2, 6)"
jps,0.0045378330,38.72792206135786,7,24,"(37, 15)","(2, 6)"
lazy_theta_star,0.0035921250,36.88659651450453,3,155,"(37, 15)","(2, 6)"
a_star,0.0005570000,15.828427124746192,16,39,"(48, 16)","(46, 1)"
dijkstra,0.0045811250,15.828427124746192,16,292,"(48, 16)","(46, 1)"
theta_star,0.0004157080,15.132745950421556,2,16,"(48, 16)","(46, 1)"
jps,0.0003533330,15.82842712474619,3,3,"(48, 16)","(46, 1)"
lazy_theta_star,0.0003295420,15.132745950421556,2,16,"(48, 16)","(46, 1)"
a_star,0.0008195420,32.82842712474619,33,62,"(49, 29)","(17, 27)"
dijkstra,0.0100238750,32.82842712474619,33,690,"(49, 29)","(17, 27)"
theta_star,0.0009501670,32.0624390837628,2,33,"(49, 29)","(17, 27)"
jps,0.0004734170,32.82842712474619,3,3,"(49, 29)","(17, 27)"
lazy_theta_star,0.0006350420,32.0624390837628,2,33,"(49, 29)","(17, 27)"
a_star,0.0037784580,32.38477631085024,28,253,"(40, 24)","(17, 7)"
dijkstra,0.0150549590,32.38477631085024,28,991,"(40, 24)","(17, 7)"
theta_star,0.0021973750,29.78381274601191,5,104,"(40, 24)","(17, 7)"
jps,0.0038619170,31.21320343559643,11,21,"(40, 24)","(17, 7)"
lazy_theta_star,0.0026620840,29.831032391373522,5,113,"(40, 24)","(17, 7)"
a_star,0.0002403330,15.0,16,16,"(11, 27)","(26, 27)"
dijkstra,0.0043187920,15.0,16,299,"(11, 27)","(26, 27)"
theta_star,0.0004178330,15.0,2,16,"(11, 27)","(26, 27)"
jps,0.0002403750,15.0,2,2,"(11, 27)","(26, 27)"
lazy_theta_star,0.0003225420,15.0,2,16,"(11, 27)","(26, 27)"
a_star,0.0003105420,19.0,20,20,"(19, 25)","(38, 25)"
dijkstra,0.0081618750,19.0,20,555,"(19, 25)","(38, 25)"
theta_star,0.0005355830,19.0,2,20,"(19, 25)","(38, 25)"
jps,0.0002958750,19.0,2,2,"(19, 25)","(38, 25)"
lazy_theta_star,0.0004009170,19.0,2,20,"(19, 25)","(38, 25)"
a_star,0.0009921250,21.48528137423857,20,67,"(36, 19)","(17, 25)"
dijkstra,0.0127882920,21.48528137423857,20,821,"(36, 19)","(17, 25)"
theta_star,0.0006541250,20.227782808894986,3,32,"(36, 19)","(17, 25)"
jps,0.0019096670,21.485281374238575,8,10,"(36, 19)","(17, 25)"
lazy_theta_star,0.0006249580,20.227782808894986,3,33,"(36, 19)","(17, 25)"
a_star,0.0006449170,16.899494936611667,15,45,"(22, 18)","(29, 4)"
dijkstra,0.0091453330,16.899494936611667,15,614,"(22, 18)","(29, 4)"
theta_star,0.0008058330,16.290612269158363,3,38,"(22, 18)","(29, 4)"
jps,0.0019646250,16.899494936611667,7,11,"(22, 18)","(29, 4)"
lazy_theta_star,0.0007686250,16.290612269158363,3,39,"(22, 18)","(29, 4)"
a_star,0.0043823330,35.72792206135786,33,297,"(11, 5)","(33, 24)"
dijkstra,0.0154923330,35.72792206135786,33,1034,"(11, 5)","(33, 24)"
theta_star,0.0054441670,33.46446271849456,4,256,"(11, 5)","(33, 24)"
jps,0.0066991660,34.55634918610405,11,36,"(11, 5)","(33, 24)"
lazy_theta_star,0.0053956250,33.50571344866897,5,258,"(11, 5)","(33, 24)"
a_star,0.0019337920,31.313708498984763,29,140,"(6, 2)","(25, 3)"
dijkstra,0.0090192920,31.313708498984763,29,623,"(6, 2)","(25, 3)"
theta_star,0.0024390830,29.92081411256174,4,120,"(6, 2)","(25, 3)"
jps,0.0018602920,30.14213562373095,9,9,"(6, 2)","(25, 3)"
lazy_theta_star,0.0023407090,29.92081411256174,4,121,"(6, 2)","(25, 3)"
a_star,0.0001003750,6.0,7,7,"(17, 2)","(17, 8)"
dijkstra,0.0009645410,6.0,7,68,"(17, 2)","(17, 8)"
theta_star,0.0001481250,6.0,2,7,"(17, 2)","(17, 8)"
jps,0.0002559590,6.0,2,2,"(17, 2)","(17, 8)"
lazy_theta_star,0.0001262080,6.0,2,7,"(17, 2)","(17, 8)"
a_star,0.0008370830,18.656854249492383,18,57,"(21, 23)","(4, 27)"
dijkstra,0.0094699170,18.656854249492383,18,605,"(21, 23)","(4, 27)"
theta_star,0.0005438750,17.46424919657298,2,22,"(21, 23)","(4, 27)"
jps,0.0008539170,18.65685424949238,3,6,"(21, 23)","(4, 27)"
lazy_theta_star,0.0004401660,17.46424919657298,2,22,"(21, 23)","(4, 27)"
a_star,0.0009378750,20.48528137423857,19,63,"(40, 22)","(46, 4)"
dijkstra,0.0090882920,20.48528137423857,19,622,"(40, 22)","(46, 4)"
theta_star,0.0006123330,19.242597635797498,3,29,"(40, 22)","(46, 4)"
jps,0.0015900830,20.48528137423857,6,8,"(40, 22)","(46, 4)"
lazy_theta_star,0.0005740410,19.242597635797498,3,30,"(40, 22)","(46, 4)"
a_star,0.0021524170,24.313708498984763,22,149,"(41, 23)","(22, 13)"
dijkstra,0.0107551250,24.313708498984763,22,734,"(41, 23)","(22, 13)"
theta_star,0.0017407080,22.475485575996345,3,80,"(41, 23)","(22, 13)"
jps,0.0028822920,23.72792206135786,9,16,"(41, 23)","(22, 13)"
lazy_theta_star,0.0018089580,22.475485575996345,3,83,"(41, 23)","(22, 13)"
a_star,0.0018342500,20.48528137423857,19,122,"(21, 19)","(32, 6)"
dijkstra,0.0125392920,20.48528137423857,19,842,"(21, 19)","(32, 6)"
theta_star,0.0018027920,18.984809800000143,3,88,"(21, 19)","(32, 6)"
jps,0.0035784160,19.899494936611667,7,22,"(21, 19)","(32, 6)"
lazy_theta_star,0.0019179580,18.984809800000143,3,90,"(21, 19)","(32, 6)"
a_star,0.0024497920,35.14213562373095,32,175,"(5, 3)","(32, 17)"
dijkstra,0.0114428750,35.14213562373095,32,802,"(5, 3)","(32, 17)"
theta_star,0.0025437500,33.03227940063422,4,120,"(5, 3)","(32, 17)"
jps,0.0027350420,34.55634918610405,10,16,"(5, 3)","(32, 17)"
lazy_theta_star,0.0023881250,33.03227940063422,4,121,"(5, 3)","(32, 17)"
a_star,0.0007200420,16.72792206135786,14,49,"(49, 5)","(36, 14)"
dijkstra,0.0038240830,16.72792206135786,14,269,"(49, 5)","(36, 14)"
theta_star,0.0004061250,15.811388300841896,2,16,"(49, 5)","(36, 14)"
jps,0.0016666250,16.72792206135786,7,7,"(49, 5)","(36, 14)"
lazy_theta_star,0.0003182080,15.811388300841896,2,16,"(49, 5)","(36, 14)"
a_star,0.0011122080,21.313708498984763,19,78,"(44, 16)","(31, 19)"
dijkstra,0.0076321250,21.313708498984763,19,524,"(44, 16)","(31, 19)"
theta_star,0.0012220830,20.368833275902084,4,61,"(44, 16)","(31, 19)"
jps,0.0016707500,20.727922061357855,8,8,"(44, 16)","(31, 19)"
lazy_theta_star,0.0010977500,20.39834563766817,5,58,"(44, 16)","(31, 19)"
a_star,0.0000353340,2.8284271247461903,3,3,"(43, 9)","(41, 11)"
dijkstra,0.0002985000,2.8284271247461903,3,22,"(43, 9)","(41, 11)"
theta_star,0.0000406250,2.8284271247461903,2,3,"(43, 9)","(41, 11)"
jps,0.0005626670,2.8284271247461903,3,3,"(43, 9)","(41, 11)"
lazy_theta_star,0.0000423330,2.8284271247461903,2,3,"(43, 9)","(41, 11)"
a_star,0.0001291250,9.485281374238571,8,9,"(9, 7)","(2, 1)"
dijkstra,0.0020237500,9.485281374238571,8,145,"(9, 7)","(2, 1)"
theta_star,0.0001825840,9.219544457292887,2,8,"(9, 7)","(2, 1)"
jps,0.0004829590,9.48528137423857,3,3,"(9, 7)","(2, 1)"
lazy_theta_star,0.0001493750,9.219544457292887,2,8,"(9, 7)","(2, 1)"
a_star,0.0044684580,27.899494936611667,26,310,"(3, 16)","(14, 7)"
dijkstra,0.0096840000,27.89949493661167,26,676,"(3, 16)","(14, 7)"
theta_star,0.0061606660,25.981342320430514,4,290,"(3, 16)","(14, 7)"
jps,0.0078915840,26.727922061357855,7,34,"(3, 16)","(14, 7)"
lazy_theta_star,0.0061243330,25.981342320430514,4,292,"(3, 16)","(14, 7)"
a_star,0.0020678340,26.313708498984763,24,148,"(34, 8)","(15, 20)"
dijkstra,0.0141153750,26.313708498984763,24,940,"(34, 8)","(15, 20)"
theta_star,0.0014933330,24.874057070979873,4,73,"(34, 8)","(15, 20)"
jps,0.0031662080,25.14213562373095,10,15,"(34, 8)","(15, 20)"
lazy_theta_star,0.0015040420,24.81764171710747,4,77,"(34, 8)","(15, 20)"
a_star,0.0005490410,14.071067811865477,13,40,"(17, 29)","(5, 24)"
dijkstra,0.0033747920,14.071067811865477,13,243,"(17, 29)","(5, 24)"
theta_star,0.0003746670,13.0,2,16,"(17, 29)","(5, 24)"
jps,0.0003853750,14.071067811865476,3,3,"(17, 29)","(5, 24)"
lazy_theta_star,0.0003105000,13.0,2,16,"(17, 29)","(5, 24)"
a_star,0.0018840420,25.899494936611667,24,111,"(49, 24)","(26, 19)"
dijkstra,0.0077056670,25.899494936611667,24,539,"(49, 24)","(26, 19)"
theta_star,0.0011232920,24.261550973099958,4,54,"(49, 24)","(26, 19)"
jps,0.0022293330,25.899494936611667,8,10,"(49, 24)","(26, 19)"
lazy_theta_star,0.0010641250,24.261550973099958,4,55,"(49, 24)","(26, 19)"
a_star,0.0018429590,29.798989873223338,25,127,"(42, 1)","(18, 15)"
dijkstra,0.0111964580,29.798989873223338,25,768,"(42, 1)","(18, 15)"
theta_star,0.0016908330,28.094863853494115,3,71,"(42, 1)","(18, 15)"
jps,0.0024682500,29.798989873223334,9,10,"(42, 1)","(18, 15)"
lazy_theta_star,0.0016145000,28.094863853494115,3,74,"(42, 1)","(18, 15)"
a_star,0.0017549170,26.313708498984763,24,121,"(49, 25)","(26, 17)"
dijkstra,0.0079140840,26.313708498984763,24,547,"(49, 25)","(26, 17)"
theta_star,0.0009024170,24.88854381999832,3,40,"(49, 25)","(26, 17)"
jps,0.0020537090,26.313708498984763,7,8,"(49, 25)","(26, 17)"
lazy_theta_star,0.0008634580,24.88854381999832,4,44,"(49, 25)","(26, 17)"
a_star,0.0006318330,11.82842712474619,12,45,"(20, 21)","(15, 13)"
dijkstra,0.0044319580,11.82842712474619,12,311,"(20, 21)","(15, 13)"
theta_star,0.0007637920,11.385164807134505,3,41,"(20, 21)","(15, 13)"
jps,0.0007771250,11.242640687119284,5,6,"(20, 21)","(15, 13)"
lazy_theta_star,0.0007703330,11.385164807134505,3,42,"(20, 21)","(15, 13)"
a_star,0.0083656250,52.455844122715675,46,548,"(47, 5)","(2, 23)"
dijkstra,0.0188626250,52.455844122715696,46,1313,"(47, 5)","(2, 23)"
theta_star,0.0020529590,48.51768327096099,3,80,"(47, 5)","(2, 23)"
jps,0.0123879590,52.4558441227157,14,56,"(47, 5)","(2, 23)"
lazy_theta_star,0.0016555830,48.50107186199981,4,80,"(47, 5)","(2, 23)"
a_star,0.0040431250,29.72792206135786,27,283,"(14, 28)","(14, 5)"
dijkstra,0.0130951250,29.72792206135786,27,896,"(14, 28)","(14, 5)"
theta_star,0.0054012500,28.69638392516655,5,263,"(14, 28)","(14, 5)"
jps,0.0055480840,28.556349186104047,8,30,"(14, 28)","(14, 5)"
lazy_theta_star,0.0053946250,28.69638392516655,5,264,"(14, 28)","(14, 5)"
a_star,0.0028574170,33.89949493661167,32,194,"(18, 7)","(49, 14)"
dijkstra,0.0183541670,33.89949493661167,32,1239,"(18, 7)","(49, 14)"
theta_star,0.0014997500,32.137462841300206,4,68,"(18, 7)","(49, 14)"
jps,0.0037592090,33.89949493661167,8,16,"(18, 7)","(49, 14)"
lazy_theta_star,0.0014234590,32.16773912076188,4,71,"(18, 7)","(49, 14)"
a_star,0.0000184170,1.0,2,2,"(39, 16)","(39, 17)"
dijkstra,0.0000302080,1.0,2,3,"(39, 16)","(39, 17)"
theta_star,0.0000184590,1.0,2,2,"(39, 16)","(39, 17)"
jps,0.0001603330,1.0,2,2,"(39, 16)","(39, 17)"
lazy_theta_star,0.0000197920,1.0,2,2,"(39, 16)","(39, 17)"
a_star,0.0011210410,22.48528137423857,21,78,"(32, 23)","(16, 13)"
dijkstra,0.0104378330,22.48528137423857,21,713,"(32, 23)","(16, 13)"
theta_star,0.0012026250,21.45790780115538,4,59,"(32, 23)","(16, 13)"
jps,0.0013624170,21.313708498984763,9,10,"(32, 23)","(16, 13)"
lazy_theta_star,0.0011805420,21.41640786499874,4,61,"(32, 23)","(16, 13)"
a_star,0.0000850410,7.0710678118654755,6,6,"(40, 21)","(35, 26)"
dijkstra,0.0015062920,7.0710678118654755,6,107,"(40, 21)","(35, 26)"
theta_star,0.0001193330,7.0710678118654755,4,6,"(40, 21)","(35, 26)"
jps,0.0005342500,7.0710678118654755,3,3,"(40, 21)","(35, 26)"
lazy_theta_star,0.0001020000,7.0710678118654755,4,6,"(40, 21)","(35, 26)"
a_star,0.0024969170,29.55634918610405,26,176,"(18, 9)","(39, 24)"
dijkstra,0.0167346250,29.55634918610405,26,1124,"(18, 9)","(39, 24)"
theta_star,0.0020754580,27.41680075635115,5,102,"(18, 9)","(39, 24)"
jps,0.0039417090,28.384776310850235,12,20,"(18, 9)","(39, 24)"
lazy_theta_star,0.0020554170,27.383602041496275,5,103,"(18, 9)","(39, 24)"
a_star,0.0006142500,18.970562748477146,15,44,"(34, 1)","(48, 13)"
dijkstra,0.0067726250,18.970562748477146,15,463,"(34, 1)","(48, 13)"
theta_star,0.0004182920,18.439088914585774,2,15,"(34, 1)","(48, 13)"
jps,0.0013930840,18.97056274847714,6,6,"(34, 1)","(48, 13)"
lazy_theta_star,0.0003070420,18.439088914585774,2,15,"(34, 1)","(48, 13)"
a_star,0.0014565000,37.65685424949238,37,106,"(7, 3)","(37, 13)"
dijkstra,0.0132073340,37.65685424949238,37,901,"(7, 3)","(37, 13)"
theta_star,0.0015662080,36.31754894647172,3,69,"(7, 3)","(37, 13)"
jps,0.0018783330,37.07106781186548,9,11,"(7, 3)","(37, 13)"
lazy_theta_star,0.0012648750,36.31754894647172,3,69,"(7, 3)","(37, 13)"
a_star,0.0006120000,13.656854249492381,13,42,"(8, 18)","(4, 6)"
dijkstra,0.0052382090,13.656854249492381,13,363,"(8, 18)","(4, 6)"
theta_star,0.0003324590,12.649110640673518,2,13,"(8, 18)","(4, 6)"
jps,0.0010927090,13.65685424949238,3,5,"(8, 18)","(4, 6)"
lazy_theta_star,0.0002584590,12.649110640673518,2,13,"(8, 18)","(4, 6)"
a_star,0.0001463330,9.414213562373096,10,10,"(24, 28)","(25, 19)"
dijkstra,0.0019375000,9.414213562373096,10,136,"(24, 28)","(25, 19)"
theta_star,0.0002948340,9.23606797749979,3,14,"(24, 28)","(25, 19)"
jps,0.0005368750,9.414213562373096,4,4,"(24, 28)","(25, 19)"
lazy_theta_star,0.0002952080,9.23606797749979,3,14,"(24, 28)","(25, 19)"
a_star,1.3670495830,17.82842712474619,18,38,"(14, 26)","(31, 28)"
dijkstra,0.0063834580,17.82842712474619,18,431,"(14, 26)","(31, 28)"
theta_star,0.0004783750,17.11724276862369,2,18,"(14, 26)","(31, 28)"
jps,0.0006839590,17.82842712474619,3,4,"(14, 26)","(31, 28)"
lazy_theta_star,0.0003633750,17.11724276862369,2,18,"(14, 26)","(31, 28)"
a_star,0.0001296670,6.414213562373095,7,7,"(23, 10)","(24, 16)"
dijkstra,0.0015779160,6.414213562373095,7,111,"(23, 10)","(24, 16)"
theta_star,0.0001440000,6.082762530298219,2,7,"(23, 10)","(24, 16)"
jps,0.0005345420,6.414213562373095,3,3,"(23, 10)","(24, 16)"
lazy_theta_star,0.0001288330,6.082762530298219,2,7,"(23, 10)","(24, 16)"
a_star,0.0025908340,33.72792206135786,31,180,"(3, 16)","(33, 7)"
dijkstra,0.0128470840,33.72792206135786,31,894,"(3, 16)","(33, 7)"
theta_star,0.0011002920,31.32174044962313,3,43,"(3, 16)","(33, 7)"
jps,0.0051333750,33.72792206135785,8,23,"(3, 16)","(33, 7)"
lazy_theta_star,0.0009546660,31.32174044962313,3,44,"(3, 16)","(33, 7)"
a_star,0.0002808750,8.414213562373096,9,22,"(9, 24)","(14, 20)"
dijkstra,0.0024077500,8.414213562373096,9,170,"(9, 24)","(14, 20)"
theta_star,0.0004022090,8.099019513592784,3,22,"(9, 24)","(14, 20)"
jps,0.0012228330,7.82842712474619,5,7,"(9, 24)","(14, 20)"
lazy_theta_star,0.0004093330,8.099019513592784,3,23,"(9, 24)","(14, 20)"
a_star,0.0006824580,19.242640687119284,19,47,"(35, 24)","(32, 6)"
dijkstra,0.0083765420,19.242640687119284,19,558,"(35, 24)","(32, 6)"
theta_star,0.0010417910,19.242640687119284,4,52,"(35, 24)","(32, 6)"
jps,0.0023892080,19.242640687119284,7,11,"(35, 24)","(32, 6)"
lazy_theta_star,0.0010447500,19.242640687119284,5,53,"(35, 24)","(32, 6)"
a_star,0.0027196670,26.142135623730955,23,186,"(2, 27)","(19, 12)"
dijkstra,0.0073365000,26.142135623730955,23,514,"(2, 27)","(19, 12)"
theta_star,0.0028547090,24.332750498360355,3,130,"(2, 27)","(19, 12)"
jps,0.0036418330,25.55634918610405,9,15,"(2, 27)","(19, 12)"
lazy_theta_star,0.0029198750,24.332750498360355,3,130,"(2, 27)","(19, 12)"
a_star,0.0022184160,22.899494936611667,21,151,"(25, 3)","(14, 19)"
dijkstra,0.0095427500,22.89949493661167,21,658,"(25, 3)","(14, 19)"
theta_star,0.0024736670,21.190624067655264,3,114,"(25, 3)","(14, 19)"
jps,0.0035251670,22.31370849898476,8,18,"(25, 3)","(14, 19)"
lazy_theta_star,0.0024224160,21.190624067655264,3,113,"(25, 3)","(14, 19)"
a_star,0.0019681660,30.07106781186548,29,137,"(32, 25)","(4, 20)"
dijkstra,0.0160858330,30.07106781186548,29,1088,"(32, 25)","(4, 20)"
theta_star,0.0013358330,28.595888626179235,3,63,"(32, 25)","(4, 20)"
jps,0.0018542090,30.07106781186548,7,11,"(32, 25)","(4, 20)"
lazy_theta_star,0.0012302500,28.595888626179235,3,64,"(32, 25)","(4, 20)"
a_star,0.0003919590,14.656854249492383,14,28,"(27, 5)","(23, 18)"
dijkstra,0.0052262080,14.656854249492383,14,359,"(27, 5)","(23, 18)"
theta_star,0.0004604160,13.89320964314385,3,22,"(27, 5)","(23, 18)"
jps,0.0011943340,14.65685424949238,5,6,"(27, 5)","(23, 18)"
lazy_theta_star,0.0004184580,13.89320964314385,3,22,"(27, 5)","(23, 18)"
a_star,0.0056895410,48.798989873223334,44,383,"(46, 22)","(4, 13)"
dijkstra,0.0180294580,48.79898987322333,44,1237,"(46, 22)","(4, 13)"
theta_star,0.0034257090,45.37973886074045,5,153,"(46, 22)","(4, 13)"
jps,0.0074615420,48.21320343559642,13,39,"(46, 22)","(4, 13)"
lazy_theta_star,0.0031244170,45.37973886074045,5,153,"(46, 22)","(4, 13)"
a_star,0.0048208330,40.79898987322332,36,325,"(43, 4)","(8, 18)"
dijkstra,0.0156568750,40.79898987322332,36,1085,"(43, 4)","(8, 18)"
theta_star,0.0049532500,38.60260968958215,4,219,"(43, 4)","(8, 18)"
jps,0.0070343750,40.798989873223334,12,31,"(43, 4)","(8, 18)"
lazy_theta_star,0.0047690840,38.60260968958215,4,219,"(43, 4)","(8, 18)"
a_star,0.0004589160,16.656854249492383,16,34,"(8, 18)","(23, 14)"
dijkstra,0.0066166670,16.65685424949238,16,457,"(8, 18)","(23, 14)"
theta_star,0.0005844580,16.28423526591158,3,30,"(8, 18)","(23, 14)"
jps,0.0019197090,16.65685424949238,7,10,"(8, 18)","(23, 14)"
lazy_theta_star,0.0005710830,16.28423526591158,3,31,"(8, 18)","(23, 14)"
a_star,0.0004915000,35.0,36,36,"(44, 11)","(9, 11)"
dijkstra,0.0146722080,35.0,36,1012,"(44, 11)","(9, 11)"
theta_star,0.0008758750,35.0,2,36,"(44, 11)","(9, 11)"
jps,0.0008346250,35.0,5,5,"(44, 11)","(9, 11)"
lazy_theta_star,0.0006551250,35.0,2,36,"(44, 11)","(9, 11)"
a_star,0.0002841250,13.242640687119284,13,20,"(29, 23)","(41, 20)"
dijkstra,0.0048590830,13.242640687119284,13,291,"(29, 23)","(41, 20)"
theta_star,0.0002857080,12.70820393249937,3,14,"(29, 23)","(41, 20)"
jps,0.0008954170,13.242640687119286,5,5,"(29, 23)","(41, 20)"
lazy_theta_star,0.0002844580,12.70820393249937,3,15,"(29, 23)","(41, 20)"
a_star,0.0009602500,20.142135623730955,17,64,"(33, 28)","(17, 18)"
dijkstra,0.0072514170,20.142135623730955,17,503,"(33, 28)","(17, 18)"
theta_star,0.0004692500,18.867962264113206,2,19,"(33, 28)","(17, 18)"
jps,0.0011465000,20.14213562373095,7,7,"(33, 28)","(17, 18)"
lazy_theta_star,0.0004719590,18.867962264113206,2,21,"(33, 28)","(17, 18)"
a_star,0.0060804170,39.21320343559643,34,387,"(44, 29)","(22, 3)"
dijkstra,0.0148237500,39.21320343559643,34,1024,"(44, 29)","(22, 3)"
theta_star,0.0054610000,36.25940669922602,3,243,"(44, 29)","(22, 3)"
jps,0.0065952920,38.041630560342625,12,28,"(44, 29)","(22, 3)"
lazy_theta_star,0.0058264580,36.249533262737664,3,248,"(44, 29)","(22, 3)"
a_star,0.0055492090,38.62741699796951,33,370,"(44, 27)","(21, 2)"
dijkstra,0.0150035000,38.62741699796952,33,1038,"(44, 27)","(21, 2)"
theta_star,0.0048710840,36.14533152703443,4,219,"(44, 27)","(21, 2)"
jps,0.0083923750,37.45584412271571,12,35,"(44, 27)","(21, 2)"
lazy_theta_star,0.0053006250,36.14533152703443,4,220,"(44, 27)","(21, 2)"
a_star,0.0006975830,17.899494936611667,16,51,"(14, 19)","(25, 8)"
dijkstra,0.0090963330,17.899494936611667,16,592,"(14, 19)","(25, 8)"
theta_star,0.0005430830,16.560045015863068,3,27,"(14, 19)","(25, 8)"
